Name,Country,Industry,mvUsd
Annehem Fastigheter AB,Sweden,Real Estate,697107
Anpec Electronics Corp,Taiwan,Technology,3726635
Anritsu Corp,Japan,Telecommunications,35408260
Ansell Ltd,Australia,Health Care,21041787
AntarChile SA,Chile,Financials,59300102
Antares Vision SpA,Italy,Industrials,7189062
Antengene Corp Ltd,Hong Kong,Health Care,2588873
Antero Midstream Corp,United States,Energy,37728638
Anterogen Co Ltd,South Korea,Health Care,439152
Antin Infrastructure Partners SA,France,Financials,22779827
Antofagasta PLC,United Kingdom,Basic Materials,255995343
Anywhere Real Estate Inc,United States,Real Estate,6913073
Aon PLC,United States,Financials,327246244
Aoyama Trading Co Ltd,Japan,Consumer Discretionary,1876423
Aozora Bank Ltd,Japan,Financials,36776961
Apartment Income REIT Corp,United States,Real Estate,53319181
Apartment Investment and Management Co,United States,Real Estate,15047066
Apator SA,Poland,Industrials,789926
Apellis Pharmaceuticals Inc,United States,Health Care,61079904
Apex International Co Ltd,Taiwan,Technology,4671803
Apogee Enterprises Inc,United States,Industrials,13539404
Apollo Commercial Real Estate Finance Inc,United States,Financials,14510129
Apollo Global Management Inc,United States,Financials,363446396
Apollo Hospitals Enterprise Ltd,India,Health Care,47334182
Apollo Tyres Ltd,India,Consumer Discretionary,57871507
AppHarvest Inc,United States,Consumer Staples,580944
AppLovin Corp,United States,Technology,21856721
Appen Ltd,Australia,Technology,8222179
Appfolio Inc,United States,Technology,17253340
Appian Corp,United States,Technology,9107553
Appier Group Inc,Japan,Technology,11065110
Apple Hospitality REIT Inc,United States,Real Estate,37207851
Apple Inc,United States,Technology,21284499711
Applied Industrial Technologies Inc,United States,Industrials,56562642
Applied Materials Inc,United States,Technology,910495794
Applus Services SA,Spain,Industrials,20079278
Appreciate Group PLC,United Kingdom,Financials,1146804
Aprogen Inc,South Korea,Industrials,857011
AptarGroup Inc,United States,Industrials,59103802
Aptitude Software Group PLC,United Kingdom,Technology,5779058
Aptiv PLC,United States,Consumer Discretionary,376183641
Aptus Value Housing Finance India Ltd,India,Financials,1970756
Aquafil SpA,Italy,Basic Materials,2490108
Aquila Part Prod Com SA,Romania,Industrials,1778736
Arakawa Chemical Industries Ltd,Japan,Basic Materials,949722
Aramark,United States,Consumer Discretionary,93794383
Aramex PJSC,United Arab Emirates,Industrials,4606427
Aramis Group SAS,France,Consumer Discretionary,3546622
Arata Corp,Japan,Consumer Staples,4556016
Arbonia AG,Switzerland,Industrials,15196822
Arbor Realty Trust Inc,United States,Financials,3746
ArborGen Holdings Ltd,New Zealand,Basic Materials,702931
ArcBest Corp,United States,Industrials,4242883
Arca Continental SAB de CV,Mexico,Consumer Staples,83488974
Arcadis NV,Netherlands,Industrials,72117356
Arcadyan Technology Corp,Taiwan,Telecommunications,8357393
Arcelik AS,Turkey,Consumer Discretionary,21277812
Arcellx Inc,United States,Health Care,3829128
ArcelorMittal SA,Netherlands,Basic Materials,248688788
Arch Capital Group Ltd,United States,Financials,202028551
Archean Chemical Industries Ltd,India,Basic Materials,7424756
Archer-Daniels-Midland Co,United States,Consumer Staples,512871367
Archosaur Games Inc,China,Consumer Discretionary,1138948
Archrock Inc,United States,Energy,11379842
Arcland Service Holdings Co Ltd,Japan,Consumer Discretionary,2118337
Arco Platform Ltd,United States,Consumer Discretionary,3374757
Arconic Corp,United States,Basic Materials,40543872
Arcos Dorados Holdings Inc,United States,Consumer Discretionary,4254036
Arcosa Inc,United States,Energy,23247630
Arcs Co Ltd,Japan,Consumer Staples,5002976
Arcure SA,France,Industrials,319770
Arcus Biosciences Inc,United States,Health Care,658162
Arcutis Biotherapeutics Inc,United States,Health Care,1198978
Ardagh Metal Packaging SA,United States,Industrials,5694814
Ardent Leisure Group Ltd,Australia,Consumer Discretionary,6468581
Ardentec Corp,Taiwan,Technology,14123704
Arena REIT,Australia,Real Estate,10027130
Ares Management Corp,United States,Financials,107776917
Argenx SE,Belgium,Health Care,531814556
Argo Graphics Inc,Japan,Technology,4116261
Argo Group International Holdings Ltd,United States,Financials,7686549
Argonaut Gold Inc,Canada,Basic Materials,9210672
Argosy Minerals Ltd,Australia,Basic Materials,947879
Argosy Property Ltd,New Zealand,Real Estate,5693676
Ariake Japan Co Ltd,Japan,Consumer Staples,12719983
Arista Networks Inc,United States,Telecommunications,301787135
Aristocrat Leisure Ltd,Australia,Consumer Discretionary,272806823
Ariston Holding NV,Italy,Industrials,118777814
Aritzia Inc,Canada,Consumer Discretionary,33560542
Arjo AB,Sweden,Health Care,20537052
Arkema SA,France,Basic Materials,432916861
Armstrong World Industries Inc,United States,Industrials,30725371
Arnoldo Mondadori Editore SpA,Italy,Consumer Discretionary,15433808
Aroa Biosurgery Ltd,New Zealand,Health Care,1994958
Aroundtown SA,Germany,Real Estate,84611501
Array Technologies Inc,United States,Energy,137595599
Arrival SA,United States,Industrials,102681
Arrow Electronics Inc,United States,Technology,64011375
Arrowhead Pharmaceuticals Inc,United States,Health Care,60234561
Arteche Lantegi Elkartea SA,Spain,Industrials,2473270
Arthur J Gallagher & Co,United States,Financials,1422364237
Artis Real Estate Investment Trust,Canada,Real Estate,5230328
Artisan Partners Asset Management Inc,United States,Financials,3882206
Artnature Inc,Japan,Consumer Discretionary,1218231
Aruhi Corp,Japan,Financials,727870
Arvida Group Ltd,New Zealand,Health Care,4178416
Arvinas Inc,United States,Health Care,24007039
Arwana Citramulia Tbk PT,Indonesia,Industrials,9821657
Aryzta AG,Switzerland,Consumer Staples,27205214
As One Corp,Japan,Health Care,22483755
Asahi Co Ltd,Japan,Consumer Discretionary,1019031
Asahi Diamond Industrial Co Ltd,Japan,Industrials,2382925
Asahi Group Holdings Ltd,Japan,Consumer Staples,236324691
Asahi Holdings Inc,Japan,Basic Materials,12101918
Asahi India Glass Ltd,India,Consumer Discretionary,1619340
Asahi Intecc Co Ltd,Japan,Health Care,48672117
Asahi Kasei Corp,Japan,Basic Materials,30194623
Asahi Printing Co Ltd,Japan,Industrials,2534998
Asana Inc,United States,Technology,7873080
Asanuma Corp,Japan,Industrials,1169593
Asbury Automotive Group Inc,United States,Consumer Discretionary,53831105
Ascendis Pharma A/S,Denmark,Health Care,11604182
Ascentage Pharma Group International,China,Health Care,2678349
Ascential PLC,United Kingdom,Technology,36171206
Ascletis Pharma Inc,China,Health Care,1822
Ascom Holding AG,Switzerland,Telecommunications,2508878
Ascopiave SpA,Italy,Utilities,1524914
Aselsan Elektronik Sanayi Ve Ticaret AS,Turkey,Industrials,16600337
Ashland Inc,United States,Basic Materials,31908452
Ashmore Group PLC,United Kingdom,Financials,4212122
Ashok Leyland Ltd,India,Industrials,65772391
Ashtead Group PLC,United Kingdom,Industrials,502073521
Asia Aviation PCL,Thailand,Consumer Discretionary,6997171
Asia Cement Co Ltd,South Korea,Industrials,5477386
Asia Cement Corp,Taiwan,Industrials,45066203
Asia Commercial Bank JSC,Vietnam,Financials,10137835
Asia Optical Co Inc,Taiwan,Industrials,9236715
Asia Poly Holdings Bhd,Malaysia,Basic Materials,352474
Asia Polymer Corp,Taiwan,Basic Materials,3616949
Asia Sermkij Leasing PCL,Thailand,Financials,8049998
Asia Vital Components Co Ltd,Taiwan,Technology,19596318
AsiaInfo Technologies Ltd,China,Technology,3608475
Asian Alliance International PCL,Thailand,Consumer Staples,636808
Asian Paints Ltd,India,Industrials,133170497
Asian Pay Television Trust,Singapore,Telecommunications,643108
Asiana Airlines Inc,South Korea,Consumer Discretionary,518858
Asics Corp,Japan,Consumer Discretionary,54805155
Aspen Pharmacare Holdings Ltd,South Africa,Health Care,23501714
Aspen Technology Inc,United States,Technology,77021714
Assa Abloy AB,Sweden,Industrials,617304889
Asseco Poland SA,Poland,Technology,9753186
Asset World Corp PCL,Thailand,Real Estate,2328476
Assicurazioni Generali SpA,Italy,Financials,493423133
Associated Banc-Corp,United States,Financials,36376448
Associated British Foods PLC,United Kingdom,Consumer Staples,114548097
Assura PLC,United Kingdom,Real Estate,37990259
Assurant Inc,United States,Financials,72693751
Assured Guaranty Ltd,United States,Financials,36561438
Astec Industries Inc,United States,Industrials,9296665
Astec Lifesciences Ltd,India,Basic Materials,5926266
Astellas Pharma Inc,Japan,Health Care,421025979
Aster DM Healthcare Ltd,India,Health Care,4301525
Aston Martin Lagonda Global Holdings PLC,United Kingdom,Consumer Discretionary,11622207
Astra International Tbk PT,Indonesia,Consumer Discretionary,28440076
AstraZeneca PLC,United Kingdom,Health Care,4850501834
AstraZeneca Pharma India Ltd,India,Health Care,1992717
Astral Foods Ltd,South Africa,Consumer Staples,4455801
Astral Ltd,India,Industrials,19895568
Astro Malaysia Holdings Bhd,Malaysia,Consumer Discretionary,162316
Asustek Computer Inc,Taiwan,Technology,90557248
Atal SA/Poland,Poland,Real Estate,3187015
Atalaya Mining PLC,Spain,Basic Materials,1367334
Atara Biotherapeutics Inc,United States,Health Care,2849198
Atco Ltd/Canada,Canada,Utilities,25462468
Atea Pharmaceuticals Inc,United States,Health Care,982202
Ateam Inc,Japan,Technology,167039
Aten International Co Ltd,Taiwan,Technology,5549381
Athens Water Supply & Sewage Co SA,Greece,Utilities,10978989
Atinum Investment Co Ltd,South Korea,Financials,2441438
Atkore Inc,United States,Industrials,59906062
Atlantic Grupa dd,Croatia,Consumer Staples,6335504
Atlantic Union Bankshares Corp,United States,Financials,22744787
Atlantica Sustainable Infrastructure PLC,United States,Utilities,15149298
Atlas Air Worldwide Holdings Inc,United States,Industrials,33191525
Atlas Arteria Ltd,Australia,Industrials,86383582
Atlas Copco AB,Sweden,Industrials,1165253182
Atlas Corp,United States,Industrials,10583066
Atlassian Corp,United States,Technology,135390019
Atmos Energy Corp,United States,Utilities,26384304
Atom Corp,Japan,Consumer Discretionary,64023
Atos SE,France,Technology,20665800
Atoss Software AG,Germany,Technology,20612569
Atrae Inc,Japan,Industrials,7346419
Atresmedia Corp de Medios de Comunicacion SA,Spain,Consumer Discretionary,5073879
AtriCure Inc,United States,Health Care,15621227
Atrium Ljungberg AB,Sweden,Real Estate,18140544
Atrys Health SA,Spain,Health Care,6960886
Atsugi Co Ltd,Japan,Consumer Discretionary,1159
Attendo AB,Sweden,Health Care,5631134
Atul Ltd,India,Basic Materials,40125117
Auckland International Airport Ltd,New Zealand,Industrials,90020186
Auction Technology Group PLC,United Kingdom,Technology,21674263
Audinate Group Ltd,Australia,Technology,3427885
AudioCodes Ltd,Israel,Telecommunications,213215
Aurelia Metals Ltd,Australia,Basic Materials,1319759
Auren Energia SA,Brazil,Utilities,20128237
Aurinia Pharmaceuticals Inc,United States,Health Care,492674
Aurizon Holdings Ltd,Australia,Industrials,126090711
Aurobindo Pharma Ltd,India,Health Care,11215670
Aurora Design PCL,Thailand,Consumer Discretionary,1020174
Aurubis AG,Germany,Basic Materials,83228043
Aussie Broadband Ltd,Australia,Telecommunications,9382270
Austal Ltd,Australia,Industrials,10062006
Australian Agricultural Co Ltd,Australia,Consumer Staples,5141611
Australian Clinical Labs Ltd,Australia,Health Care,7739478
Australian Ethical Investment Ltd,Australia,Financials,2644287
Australian Finance Group Ltd,Australia,Financials,1736953
Australian Strategic Materials Ltd,Australia,Basic Materials,1414013
Auto Partner SA,Poland,Consumer Discretionary,16131490
Auto Trader Group PLC,United Kingdom,Technology,138392404
Auto1 Group SE,Germany,Consumer Discretionary,33511342
AutoNation Inc,United States,Consumer Discretionary,26989920
AutoZone Inc,United States,Consumer Discretionary,647525153
Autobacs Seven Co Ltd,Japan,Consumer Discretionary,3929536
Autodesk Inc,United States,Technology,420766022
Autogrill SpA,Italy,Consumer Discretionary,41222479
Autohellas Tourist and Trading SA,Greece,Consumer Discretionary,14964306
Autohome Inc,China,Technology,37828699
Autoliv Inc,United States,Consumer Discretionary,66373954
Automatic Data Processing Inc,United States,Industrials,507588249
Autoneum Holding AG,Switzerland,Consumer Discretionary,7881518
Autopedia Sukses Lestari Tbk PT,Indonesia,Consumer Discretionary,1977721
Autosports Group Ltd,Australia,Consumer Discretionary,7625001
AvalonBay Communities Inc,United States,Real Estate,996187037
Avangrid Inc,United States,Utilities,12604917
Avanos Medical Inc,United States,Health Care,11054632
Avant Group Corp,Japan,Technology,116644
Avanti Feeds Ltd,India,Consumer Staples,2551550
Avantor Inc,United States,Health Care,115732746
Avanza Bank Holding AB,Sweden,Financials,19031290
Avenue Supermarts Ltd,India,Consumer Discretionary,57745071
Avery Dennison Corp,United States,Basic Materials,150264933
Avex Inc,Japan,Consumer Discretionary,13958777
Avia Avian Tbk PT,Indonesia,Industrials,7612800
AvidXchange Holdings Inc,United States,Industrials,2611238
Avidity Biosciences Inc,United States,Health Care,1888369
Avient Corp,United States,Basic Materials,29313167
Avio SpA,Italy,Industrials,102136
Avis Budget Group Inc,United States,Consumer Discretionary,16020059
Avista Corp,United States,Utilities,30553763
Avita Medical Inc,Australia,Health Care,165603
Aviva PLC,United Kingdom,Financials,423957741
Avnet Inc,United States,Technology,37590066
Avon Protection PLC,United Kingdom,Industrials,8614219
Awa Bank Ltd/The,Japan,Financials,4317500
Axalta Coating Systems Ltd,United States,Industrials,53517258
Axcelis Technologies Inc,United States,Technology,4081961
Axfood AB,Sweden,Consumer Staples,75169104
Axial Retailing Inc,Japan,Consumer Staples,3460783
Axiata Group Bhd,Malaysia,Telecommunications,16992013
Axis Bank Ltd,India,Financials,638332332
Axis Capital Holdings Ltd,United States,Financials,48576731
Axogen Inc,United States,Health Care,116117
Axon Enterprise Inc,United States,Industrials,102919742
Axonics Inc,United States,Health Care,76439799
Axos Financial Inc,United States,Financials,20955338
Axsome Therapeutics Inc,United States,Health Care,27033217
Ayala Corp,Philippines,Real Estate,126432060
Ayala Land Inc,Philippines,Real Estate,101658243
AyalaLand Logistics Holdings Corp,Philippines,Industrials,2830996
Azbil Corp,Japan,Industrials,48375306
Azelis Group NV,Belgium,Industrials,33358130
Azenta Inc,United States,Health Care,88296918
Azimut Holding SpA,Italy,Financials,61071377
Azkoyen SA,Spain,Industrials,4632720
Azrieli Group Ltd,Israel,Real Estate,3287679
Azul SA,Brazil,Consumer Discretionary,1001476
B Grimm Power PCL,Thailand,Utilities,12460626
B&G Foods Inc,United States,Consumer Staples,3959465
B&M European Value Retail SA,United Kingdom,Consumer Discretionary,100527277
B&S Group Sarl,Netherlands,Consumer Discretionary,2263032
B2Gold Corp,Canada,Basic Materials,41536689
B3 SA - Brasil Bolsa Balcao,Brazil,Financials,80585213
BAC Holding International Corp,Colombia,Financials,295944
BAIC Motor Corp Ltd,China,Consumer Discretionary,7684775
BASE Inc,Japan,Technology,1349159
BASF India Ltd,India,Basic Materials,1388821
BASF SE,Germany,Basic Materials,765869539
BAWAG Group AG,Austria,Financials,37092828
BBGI PCL,Thailand,Energy,35531
BBI Development SA,Poland,Real Estate,108283
BBMG Corp,China,Industrials,3002974
BCE Inc,Canada,Telecommunications,114319149
BCPG PCL,Thailand,Utilities,648205
BDO Unibank Inc,Philippines,Financials,5586916
BE Semiconductor Industries NV,Netherlands,Technology,83214505
BEC World PCL,Thailand,Consumer Discretionary,122827
BES Engineering Corp,Taiwan,Industrials,4149743
BFF Bank SpA,Italy,Financials,34713850
BFI Finance Indonesia Tbk PT,Indonesia,Financials,9878431
BG Container Glass PCL,Thailand,Industrials,3600895
BGC Partners Inc,United States,Financials,12441965
BGF Co Ltd,South Korea,Consumer Staples,2145633
BGF retail Co Ltd,South Korea,Consumer Staples,9612416
BH Co Ltd,South Korea,Technology,3795940
BHG Group AB,Sweden,Consumer Discretionary,10443829
BHP Group Ltd,Australia,Basic Materials,2295594516
BICO Group AB,Sweden,Health Care,8776785
BIM Birlesik Magazalar AS,Turkey,Consumer Staples,79460689
BIPROGY Inc,Japan,Technology,28342947
BISI International Tbk PT,Indonesia,Consumer Staples,616772
BJ's Wholesale Club Holdings Inc,United States,Consumer Discretionary,89815839
BKW AG,Switzerland,Utilities,38787864
BML Inc,Japan,Health Care,5792330
BNC Korea Co Ltd,South Korea,Health Care,1724078
BNK Financial Group Inc,South Korea,Financials,13863257
BNP Paribas SA,France,Financials,1926218052
BNPP Bank Polska SA,Poland,Financials,4723866
